order_id,customer_id,order_date,status,region_code
O003840,None,17-06-2024,SHIPPED,EAST
O003841,C0259,2024-10-04,PLACED,CENTRAL
O003842,C0226,2026-06-04,CANCELLED,EAST
O003843,C0345,2026-06-03,CANCELLED,WEST
O003844,C0185,2025-11-24,CANCELLED,CENTRAL
O003845,C0139,2025-05-25,SHIPPED,EAST
O003846,C0171,2026-02-22,CANCELLED,CENTRAL
O003847,C0116,2024-02-29,PLACED,EAST
O003848,C0088,2025-01-15,DELIVERED,WEST
O003849,C0386,2026-03-04,PLACED,NORTH
O003850,C0222,2025-06-11,CANCELLED,EAST
O003851,C0063,2024-05-08,RETURNED,NORTH
O003852,C0032,2026-01-07,CANCELLED,CENTRAL
O003853,C0477,2024-08-01,SHIPPED,SOUTH
O003854,C0273,2024-12-29,CANCELLED,SOUTH
O003855,C0459,2026-03-16,PLACED,CENTRAL
O003856,,2024-04-14,DELIVERED,NORTH
O003857,C0279,2025-12-10,DELIVERED,SOUTH
O003858,,2025-04-01,DELIVERED,CENTRAL
O003859,C0455,2026-04-10,DELIVERED,SOUTH
O003860,C0185,2025-10-23,SHIPPED,WEST
O003861,C0052,2025-08-29,DELIVERED,WEST
O003862,C0487,2025-03-07,CANCELLED,EAST
O003863,C0190,2026-05-14,DELIVERED,EAST
O003864,C0251,2025-11-12,CANCELLED,EAST
O003865,C0016,2024-11-26,RETURNED,WEST
O003866,C0268,2025-06-26,RETURNED,SOUTH
O003867,C0326,2026-04-02,CANCELLED,CENTRAL
O003868,C0442,2024-08-10,DELIVERED,CENTRAL
O003869,C0262,2025-01-18,PLACED,NORTH
O003870,C0349,2025-12-02,RETURNED,WEST
O003871,C0327,2025-11-18,CANCELLED,WEST
O003872,C0242,2024-04-05,SHIPPED,SOUTH
O003873,C0287,bad-date,RETURNED,EAST
O003874,C0095,2024-11-13,PLACED,CENTRAL
O003875,C0389,2025-02-14,CANCELLED,SOUTH
O003876,C0306,2025-09-10,RETURNED,CENTRAL
O003877,C0179,2024-11-24,PLACED,SOUTH
O003878,C0039,2025-04-26,DELIVERED,NORTH
O003879,C0340,2024-05-29,CANCELLED,SOUTH
O003880,C0350,2026-01-30,SHIPPED,SOUTH
O003881,C0088,2026-01-17,RETURNED,NORTH
O003882,C0219,2025-11-14,DELIVERED,EAST
O003883,C0281,2025-06-15,SHIPPED,SOUTH
O003884,C0212,2024-11-12,RETURNED,SOUTH
O003885,C0341,2025-04-25,CANCELLED,WEST
O003886,C0408,2024-02-29,DELIVERED,WEST
O003887,C0150,2026-02-28,DELIVERED,EAST
O003888,C0180,2026-02-08,RETURNED,EAST
O003889,C0131,2025-05-20,RETURNED,NORTH
O003890,C0382,2026-02-28,RETURNED,NORTH
O003891,C0338,2024-12-05,CANCELLED,CENTRAL
O003892,C0410,2026-07-04,RETURNED,CENTRAL
O003893,C0122,2025-03-31,CANCELLED,CENTRAL
O003894,C0164,2025-09-25,SHIPPED,SOUTH
O003895,C0024,2025-06-07,CANCELLED,CENTRAL
O003896,C0488,2025-10-17,PLACED,EAST
O003897,C0271,2025-02-19,PLACED,WEST
O003898,C0017,2026-04-22,SHIPPED,EAST
O003899,C0445,2024-11-13,RETURNED,NORTH
O003900,C0109,2025-05-03,RETURNED,NORTH
O003901,C0337,2026-01-29,PLACED,NORTH
O003902,C0387,2024-08-31,PLACED,CENTRAL
O003903,C0404,2025-02-22,DELIVERED,NORTH
O003904,C0404,2026-04-28,PLACED,SOUTH
O003905,C0433,2025-07-10,SHIPPED,CENTRAL
O003906,C0161,2024-11-19,CANCELLED,SOUTH
O003907,,2025-06-15,CANCELLED,NORTH
O003908,C0494,2025-07-08,DELIVERED,CENTRAL
O003909,C0152,2025-09-14,PLACED,NORTH
O003910,C0450,2024-12-30,RETURNED,SOUTH
O003911,C0427,2025-08-13,CANCELLED,NORTH
O003912,C0248,2024-01-08,SHIPPED,SOUTH
O003913,C0385,2026-05-05,PLACED,NORTH
O003914,C0252,2025-12-19,SHIPPED,SOUTH
O003915,C0039,2026-02-19,RETURNED,EAST
O003916,C0022,2025-11-12,DELIVERED,WEST
O003917,C0254,2025-01-06,RETURNED,NORTH
O003918,C0199,2025-02-13,CANCELLED,SOUTH
O003919,C0370,2024-02-03,PLACED,NORTH
O003920,C0220,2024-11-21,DELIVERED,NORTH
O003921,C0278,2024-03-24,SHIPPED,CENTRAL
O003922,C0433,2025-09-15,RETURNED,WEST
O003923,C0298,2026-01-07,PLACED,EAST
O003924,C0308,2025-03-16,DELIVERED,NORTH
O003925,C0452,2025-08-19,RETURNED,NORTH
O003926,C0496,2024-10-22,DELIVERED,SOUTH
O003927,,2025-03-08,RETURNED,NORTH
O003928,C0130,2024-09-18,DELIVERED,CENTRAL
O003929,C0256,2024-04-14,CANCELLED,CENTRAL
O003930,C0167,2024-09-26,RETURNED,EAST
O003931,,2025-05-28,CANCELLED,CENTRAL
O003932,C0286,2024-08-13,DELIVERED,WEST
O003933,C0133,2024-05-25,DELIVERED,EAST
O003934,C0318,2025-01-02,SHIPPED,EAST
O003935,C0435,2024-07-14,CANCELLED,CENTRAL
O003936,C0044,2026-06-18,PLACED,WEST
O003937,C0072,2025-06-21,CANCELLED,CENTRAL
O003938,C0164,2025-08-19,SHIPPED,CENTRAL
O003939,C0413,2025-04-01,RETURNED,WEST
O003940,C0223,2024-01-09,CANCELLED,CENTRAL
O003941,C0305,2025-10-08,CANCELLED,EAST
O003942,C0194,2024-06-10,SHIPPED,NORTH
O003943,C0460,2025-01-07,SHIPPED,EAST
O003944,C0076,2024-10-07,CANCELLED,NORTH
O003945,C0001,2025-06-17,CANCELLED,NORTH
O003946,C0232,2024-07-03,DELIVERED,EAST
O003947,C0465,2026-01-19,DELIVERED,CENTRAL
O003948,C0140,15-01-2025,SHIPPED,EAST
O003949,C0340,2024-06-01,RETURNED,NORTH
O003950,C0453,2024-05-30,SHIPPED,NORTH
O003951,C0406,2026-04-13,DELIVERED,CENTRAL
O003952,C0475,2026-03-19,SHIPPED,WEST
O003953,C0449,2026-05-04,DELIVERED,SOUTH
O003954,C0050,2024-04-27,RETURNED,CENTRAL
O003955,C0444,2025-11-28,DELIVERED,CENTRAL
O003956,C0197,2024-06-03,RETURNED,CENTRAL
O003957,C0387,2026-04-04,CANCELLED,EAST
O003958,C0398,2026-06-10,RETURNED,CENTRAL
O003959,C0487,2025-06-29,SHIPPED,EAST
O003960,C0160,2024-10-29,DELIVERED,WEST
O003961,C0497,2025-06-23,SHIPPED,EAST
O003962,C0173,2025-01-09,SHIPPED,NORTH
O003963,C0135,2025-03-27,RETURNED,SOUTH
O003964,C0277,2025-07-13,CANCELLED,NORTH
O003965,C0371,2025-11-12,SHIPPED,WEST
O003966,C0285,2025-01-03,CANCELLED,SOUTH
O003967,C0049,2025-11-03,DELIVERED,EAST
O003968,C0405,2024-09-26,DELIVERED,EAST
O003969,C0473,2024-10-20,PLACED,EAST
O003970,C0363,2025-04-17,RETURNED,WEST
O003971,C0050,2026-04-10,PLACED,CENTRAL
O003972,C0478,2025-04-06,DELIVERED,NORTH
O003973,C0383,2024-07-29,CANCELLED,EAST
O003974,C0379,2025-12-29,DELIVERED,CENTRAL
O003975,C0269,2025-06-02,SHIPPED,NORTH
O003976,C0188,2025-08-09,SHIPPED,CENTRAL
O003977,C0066,2025-05-17,SHIPPED,NORTH
O003978,C0083,2024-06-20,CANCELLED,NORTH
O003979,C0149,2025-04-06,RETURNED,SOUTH
O003980,C0409,2025-02-09,PLACED,NORTH
O003981,C0236,2024-01-19,PLACED,WEST
O003982,C0007,2024-01-04,RETURNED,SOUTH
O003983,C0062,2026-06-05,RETURNED,SOUTH
O003984,C0440,2026-05-26,PLACED,WEST
O003985,C0069,2025-03-12,DELIVERED,EAST
O003986,C0370,2026-03-08,DELIVERED,WEST
O003987,C0206,06-11-2025,SHIPPED,NORTH
O003988,C0094,2024-07-26,PLACED,CENTRAL
O003989,C0450,2025-07-29,CANCELLED,EAST
O003990,C0051,2024-06-06,SHIPPED,WEST
O003991,C0286,2025-11-29,SHIPPED,WEST
O003992,C0130,2025-10-02,RETURNED,EAST
O003993,C0474,2025-01-05,RETURNED,EAST
O003994,C0086,2024-03-16,SHIPPED,WEST
O003995,C0100,2025-12-06,CANCELLED,CENTRAL
O003996,C0253,2025-05-02,DELIVERED,SOUTH
O003997,C0427,2026-03-05,PLACED,SOUTH
O003998,C0397,13-04-2026,PLACED,SOUTH
O003999,C0222,2026-03-16,CANCELLED,WEST
O004000,C0059,07-01-2025,DELIVERED,EAST
O004001,C0158,2025-06-22,PLACED,WEST
O004002,C0317,2024-06-09,DELIVERED,CENTRAL
O004003,C0487,2025-02-07,PLACED,WEST
O004004,None,2025-09-12,DELIVERED,EAST
O004005,C0464,2025-05-07,RETURNED,WEST
O004006,C0237,2025-11-13,CANCELLED,NORTH
O004007,C0024,2026-03-31,SHIPPED,NORTH
O004008,C0187,2025-06-05,PLACED,EAST
O004009,C0318,2025-04-25,CANCELLED,CENTRAL
O004010,C0101,2024-06-09,PLACED,EAST
O004011,C0348,2025-09-25,SHIPPED,WEST
O004012,C0003,2026-04-16,RETURNED,CENTRAL
O004013,C0216,2026-02-11,CANCELLED,SOUTH
O004014,C0483,2024-12-21,RETURNED,EAST
O004015,C0425,2024-08-05,PLACED,WEST
O004016,C0027,2024-06-21,CANCELLED,EAST
O004017,C0305,2025-02-07,CANCELLED,WEST
O004018,C0317,2024-09-22,PLACED,EAST
O004019,C0432,2025-10-05,PLACED,NORTH
O004020,C0368,15-10-2025,SHIPPED,CENTRAL
O004021,C0332,2024-01-06,CANCELLED,EAST
O004022,C0450,2024-08-20,PLACED,EAST
O004023,C0284,2026-06-06,SHIPPED,CENTRAL
O004024,C0111,2024-07-22,RETURNED,NORTH
O004025,C0127,2025-02-20,PLACED,NORTH
O004026,C0244,2024-08-14,PLACED,NORTH
O004027,C0370,2026-06-20,DELIVERED,EAST
O004028,C0053,2024-02-16,RETURNED,WEST
O004029,C0324,2025-08-18,PLACED,WEST
O004030,C0137,2025-12-09,DELIVERED,SOUTH
O004031,C0112,2026-05-21,RETURNED,CENTRAL
O004032,C0243,2024-09-27,RETURNED,EAST
O004033,C0419,2026-04-15,CANCELLED,NORTH
O004034,C0248,2026-04-03,PLACED,CENTRAL
O004035,C0135,2025-08-29,SHIPPED,SOUTH
O004036,,2026-05-04,PLACED,EAST
O004037,C0362,2025-04-29,PLACED,SOUTH
O004038,C0210,2024-02-02,CANCELLED,EAST
O004039,C0222,2026-02-13,RETURNED,NORTH
O004040,C0483,2024-06-12,SHIPPED,CENTRAL
O004041,C0057,2024-05-10,RETURNED,EAST
O004042,C0492,2025-11-19,CANCELLED,WEST
O004043,C0479,2025-05-27,DELIVERED,WEST
O004044,C0297,2024-03-08,PLACED,NORTH
O004045,C0454,2024-01-31,RETURNED,SOUTH
O004046,C0390,2025-07-04,SHIPPED,NORTH
O004047,C0117,2024-09-17,PLACED,EAST
O004048,NULL,2025-11-25,RETURNED,NORTH
O004049,C0315,2024-01-11,SHIPPED,WEST
O004050,C0412,2024-09-19,PLACED,CENTRAL
O004051,C0258,2026-04-28,RETURNED,CENTRAL
O004052,C0462,2024-11-19,DELIVERED,WEST
O004053,C0321,27-06-2026,CANCELLED,CENTRAL
O004054,C0320,2026-03-10,DELIVERED,SOUTH
O004055,C0311,2025-09-04,RETURNED,SOUTH
O004056,C0467,2024-09-08,SHIPPED,NORTH
O004057,C0226,2025-09-03,DELIVERED,SOUTH
O004058,C0350,2025-04-19,RETURNED,EAST
O004059,C0111,2026-08-04,DELIVERED,CENTRAL
O004060,None,2025-12-17,DELIVERED,EAST
O004061,C0271,2026-06-14,DELIVERED,EAST
O004062,C0153,2025-06-27,CANCELLED,CENTRAL
O004063,C0229,2026-06-25,PLACED,EAST
O004064,C0122,2025-06-22,SHIPPED,SOUTH
O004065,C0392,2025-06-11,PLACED,NORTH
O004066,C0259,2024-12-17,RETURNED,CENTRAL
O004067,C0339,2026-01-11,RETURNED,NORTH
O004068,C0295,2025-03-09,PLACED,CENTRAL
O004069,C0233,2025-01-31,PLACED,CENTRAL
O004070,C0284,2024-10-15,DELIVERED,CENTRAL
O004071,C0293,2024-05-19,PLACED,NORTH
O004072,C0228,2026-05-21,SHIPPED,EAST
O004073,C0441,2024-12-06,SHIPPED,SOUTH
O004074,C0229,2025-03-25,CANCELLED,WEST
O004075,C0140,2025-01-16,SHIPPED,SOUTH
O004076,C0264,2025-04-03,CANCELLED,CENTRAL
O004077,NULL,2025-09-22,PLACED,CENTRAL
O004078,C0146,2025-07-14,PLACED,NORTH
O004079,C0224,2025-03-12,CANCELLED,NORTH
O004080,C0079,2024-12-03,CANCELLED,WEST
O004081,C0229,2024-09-26,SHIPPED,SOUTH
O004082,C0252,2024-05-31,PLACED,EAST
O004083,C0486,2024-04-25,DELIVERED,NORTH
O004084,C0174,2024-10-16,PLACED,CENTRAL
O004085,C0494,2024-12-10,DELIVERED,WEST
O004086,C0286,2025-11-10,CANCELLED,WEST
O004087,C0261,2024-02-25,RETURNED,NORTH
O004088,C0016,2025-05-29,DELIVERED,EAST
O004089,C0467,2024-12-03,RETURNED,WEST
O004090,C0299,2024-08-25,RETURNED,SOUTH
O004091,C0446,2024-03-11,RETURNED,CENTRAL
O004092,C0280,24-12-2024,RETURNED,SOUTH
O004093,C0306,2024-03-21,CANCELLED,EAST
O004094,C0025,2024-02-03,SHIPPED,CENTRAL
O004095,C0222,2024-09-05,SHIPPED,CENTRAL
O004096,C0287,2025-10-13,RETURNED,CENTRAL
O004097,C0315,2024-08-04,CANCELLED,WEST
O004098,C0222,2025-02-17,DELIVERED,CENTRAL
O004099,C0120,2024-11-02,CANCELLED,WEST
O004100,C0150,2025-05-07,DELIVERED,EAST
O004101,C0238,2025-10-25,RETURNED,WEST
O004102,C0209,2024-09-02,RETURNED,WEST
O004103,C0228,2026-04-24,RETURNED,WEST
O004104,C0340,2024-03-31,RETURNED,CENTRAL
O004105,C0361,2024-12-08,PLACED,SOUTH
O004106,C0101,2025-09-21,RETURNED,NORTH
O004107,C0434,2025-07-22,CANCELLED,WEST
O004108,C0215,2025-11-14,RETURNED,SOUTH
O004109,C0430,2024-05-22,SHIPPED,EAST
O004110,C0197,2025-07-27,SHIPPED,WEST
O004111,C0362,2025-07-25,SHIPPED,CENTRAL
O004112,C0212,2025-05-18,CANCELLED,CENTRAL
O004113,C0126,2024-02-22,PLACED,WEST
O004114,C0340,2025-02-12,CANCELLED,CENTRAL
O004115,C0198,2025-07-29,SHIPPED,WEST
O004116,C0327,2026-02-05,PLACED,SOUTH
O004117,C0496,2025-02-28,PLACED,WEST
O004118,C0182,2024-07-16,SHIPPED,NORTH
O004119,C0351,2025-06-06,SHIPPED,NORTH
O004120,C0128,2024-11-29,DELIVERED,EAST
O004121,C0210,2025-01-18,PLACED,NORTH
O004122,C0279,2024-03-30,RETURNED,CENTRAL
O004123,C0445,2025-05-02,CANCELLED,CENTRAL
O004124,NULL,2026-01-03,CANCELLED,NORTH
O004125,C0472,2026-01-31,DELIVERED,NORTH
O004126,C0187,2024-06-03,PLACED,CENTRAL
O004127,C0426,2026-02-24,CANCELLED,NORTH
O004128,C0361,2024-07-03,PLACED,SOUTH
O004129,C0163,2026-07-14,DELIVERED,WEST
O004130,C0246,2026-01-19,DELIVERED,NORTH
O004131,C0305,2026-02-08,RETURNED,WEST
O004132,C0148,2024-12-13,CANCELLED,SOUTH
O004133,C0495,2026-05-04,PLACED,SOUTH
O004134,C0410,2024-03-30,SHIPPED,SOUTH
O004135,C0104,2025-02-15,CANCELLED,SOUTH
O004136,C0129,2025-04-09,DELIVERED,SOUTH
O004137,C0208,2025-10-06,DELIVERED,NORTH
O004138,C0004,2026-06-29,CANCELLED,CENTRAL
O004139,C0250,12-02-2024,DELIVERED,SOUTH
O004140,C0043,2025-12-15,SHIPPED,SOUTH
O004141,C0498,2024-09-03,SHIPPED,NORTH
O004142,C0323,2026-06-04,DELIVERED,WEST
O004143,C0170,2025-04-29,DELIVERED,CENTRAL
O004144,C0117,2024-02-02,RETURNED,EAST
O004145,C0322,2025-12-01,PLACED,NORTH
O004146,C0439,2026-03-04,DELIVERED,EAST
O004147,C0051,2024-02-21,SHIPPED,SOUTH
O004148,C0214,26-07-2024,PLACED,SOUTH
O004149,C0239,18-12-2025,DELIVERED,WEST
O004150,C0395,2024-09-26,DELIVERED,WEST
O004151,C0006,2026-04-28,PLACED,CENTRAL
O004152,C0087,2025-07-19,RETURNED,WEST
O004153,C0048,2025-04-04,CANCELLED,WEST
O004154,C0310,2025-03-31,SHIPPED,CENTRAL
O004155,C0123,2024-02-01,PLACED,CENTRAL
O004156,C0043,2026-03-04,DELIVERED,WEST
O004157,C0302,2024-08-04,RETURNED,EAST
O004158,NULL,2024-11-03,PLACED,SOUTH
O004159,C0379,2024-12-08,CANCELLED,WEST
O004160,NULL,2025-01-12,PLACED,WEST
O004161,C0076,2025-10-30,SHIPPED,WEST
O004162,C0014,2026-02-17,DELIVERED,NORTH
O004163,C0288,2025-03-22,RETURNED,SOUTH
O004164,None,2026-05-08,RETURNED,NORTH
O004165,,2025-04-23,SHIPPED,CENTRAL
O004166,C0013,2024-12-18,CANCELLED,WEST
O004167,C0436,2025-05-22,CANCELLED,CENTRAL
O004168,C0067,2026-06-21,RETURNED,WEST
O004169,NULL,2025-03-20,PLACED,WEST
O004170,C0357,2026-03-28,DELIVERED,EAST
O004171,C0444,2026-04-15,RETURNED,WEST
O004172,C0409,2024-10-16,DELIVERED,WEST
O004173,C0183,2024-04-18,CANCELLED,WEST
O004174,C0097,2025-01-06,CANCELLED,EAST
O004175,C0261,2025-04-05,RETURNED,CENTRAL
O004176,C0342,2025-11-25,PLACED,WEST
O004177,C0310,2025-08-15,DELIVERED,NORTH
O004178,C0314,2024-07-23,DELIVERED,SOUTH
O004179,C0196,2026-04-09,RETURNED,SOUTH
O004180,C0108,13-01-2025,RETURNED,WEST
O004181,None,2024-08-09,CANCELLED,EAST
O004182,C0119,2024-08-29,SHIPPED,CENTRAL
O004183,C0346,2024-10-10,DELIVERED,SOUTH
O004184,C0286,2024-06-10,PLACED,NORTH
O004185,C0232,2024-08-24,DELIVERED,WEST
O004186,C0331,2025-04-16,RETURNED,EAST
O004187,C0352,2026-01-08,DELIVERED,EAST
O004188,C0167,2025-05-08,DELIVERED,WEST
O004189,C0154,2024-07-27,PLACED,SOUTH
O004190,C0180,2024-09-10,PLACED,NORTH
O004191,C0439,2025-08-24,RETURNED,NORTH
O004192,C0376,2026-03-17,PLACED,WEST
O004193,C0096,2026-06-22,CANCELLED,WEST
O004194,C0500,2024-01-05,PLACED,SOUTH
O004195,C0397,2025-08-16,DELIVERED,NORTH
O004196,C0154,2024-05-29,SHIPPED,EAST
O004197,C0143,2026-05-11,RETURNED,NORTH
O004198,C0259,2025-07-12,DELIVERED,SOUTH
O004199,C0492,2024-06-08,PLACED,SOUTH
O004200,C0271,2024-11-10,CANCELLED,NORTH
O004201,C0438,2024-07-12,CANCELLED,EAST
O004202,C0431,2026-06-18,PLACED,EAST
O004203,,2024-06-15,PLACED,WEST
O004204,C0319,2025-12-27,CANCELLED,NORTH
O004205,C0385,2025-03-31,DELIVERED,CENTRAL
O004206,C0475,2024-12-14,DELIVERED,WEST
O004207,C0026,2026-03-26,DELIVERED,WEST
O004208,C0296,2026-03-03,DELIVERED,SOUTH
O004209,C0001,2024-06-23,CANCELLED,CENTRAL
O004210,C0022,2025-09-13,PLACED,EAST
O004211,C0063,2024-07-15,DELIVERED,SOUTH
O004212,C0266,2024-12-14,CANCELLED,EAST
O004213,C0283,2024-04-29,RETURNED,SOUTH
O004214,C0290,2024-03-01,SHIPPED,NORTH
O004215,C0417,2025-08-21,RETURNED,CENTRAL
O004216,C0467,2025-09-14,DELIVERED,SOUTH
O004217,C0418,2025-06-09,SHIPPED,CENTRAL
O004218,C0062,2024-10-18,SHIPPED,NORTH
O004219,C0056,2025-04-06,PLACED,EAST
O004220,C0224,2025-09-25,RETURNED,EAST
O004221,C0279,2024-03-16,DELIVERED,SOUTH
O004222,C0339,2025-01-29,CANCELLED,EAST
O004223,C0490,2024-10-06,SHIPPED,SOUTH
O004224,C0369,26-04-2024,RETURNED,EAST
O004225,C0452,2024-05-20,SHIPPED,SOUTH
O004226,C0149,2024-07-06,SHIPPED,EAST
O004227,C0203,2024-06-27,SHIPPED,NORTH
O004228,C0072,2024-11-16,SHIPPED,CENTRAL
O004229,C0218,2025-03-27,SHIPPED,CENTRAL
O004230,C0471,2026-01-19,RETURNED,WEST
O004231,C0328,2025-12-24,DELIVERED,CENTRAL
O004232,C0359,2026-06-16,CANCELLED,EAST
O004233,C0092,2026-03-23,DELIVERED,EAST
O004234,None,2024-03-15,CANCELLED,SOUTH
O004235,C0146,2026-03-28,PLACED,EAST
O004236,C0454,2024-03-07,SHIPPED,CENTRAL
O004237,C0092,2025-05-12,SHIPPED,CENTRAL
O004238,C0283,2024-11-22,SHIPPED,CENTRAL
O004239,C0296,2024-07-14,CANCELLED,CENTRAL
O004240,C0334,2025-03-12,PLACED,SOUTH
O004241,C0334,2026-06-16,DELIVERED,CENTRAL
O004242,C0315,2025-09-08,RETURNED,CENTRAL
O004243,C0096,2025-11-21,DELIVERED,EAST
O004244,C0004,2026-04-14,PLACED,NORTH
O004245,C0371,2025-07-25,RETURNED,CENTRAL
O004246,C0314,2026-03-22,CANCELLED,WEST
O004247,C0065,2026-02-26,RETURNED,EAST
O004248,C0038,2025-09-17,SHIPPED,SOUTH
O004249,C0461,2025-01-14,SHIPPED,NORTH
O004250,C0381,2024-12-01,PLACED,NORTH
O004251,C0472,2026-02-04,PLACED,EAST
O004252,C0055,2025-11-19,PLACED,CENTRAL
O004253,C0006,23-05-2026,SHIPPED,SOUTH
O004254,C0122,2024-09-24,CANCELLED,NORTH
O004255,C0364,2024-07-22,RETURNED,NORTH
O004256,C0072,2025-06-12,RETURNED,CENTRAL
O004257,C0385,2024-08-23,PLACED,SOUTH
O004258,C0489,2026-04-20,RETURNED,WEST
O004259,C0126,2026-02-14,RETURNED,SOUTH
O004260,C0123,2024-04-17,SHIPPED,NORTH
O004261,C0419,2025-03-18,DELIVERED,NORTH
O004262,C0121,2026-04-13,CANCELLED,EAST
O004263,C0281,2025-01-16,RETURNED,SOUTH
O004264,C0156,18-03-2024,RETURNED,EAST
O004265,C0498,2025-03-08,SHIPPED,SOUTH
O004266,C0389,2024-03-06,DELIVERED,SOUTH
O004267,C0341,2024-05-11,PLACED,SOUTH
O004268,C0371,2024-07-28,DELIVERED,NORTH
O004269,C0151,2026-05-13,DELIVERED,SOUTH
O004270,C0173,2025-01-10,CANCELLED,SOUTH
O004271,C0351,2025-11-28,CANCELLED,SOUTH
O004272,C0337,2024-03-28,RETURNED,CENTRAL
O004273,C0482,2025-08-19,CANCELLED,WEST
O004274,C0244,2026-01-23,CANCELLED,NORTH
O004275,C0066,2026-03-19,RETURNED,WEST
O004276,C0330,2025-10-13,PLACED,EAST
O004277,C0060,2025-08-24,DELIVERED,WEST
O004278,C0425,2026-01-11,CANCELLED,CENTRAL
O004279,C0337,2025-02-16,DELIVERED,EAST
O004280,C0449,2025-05-11,DELIVERED,CENTRAL
O004281,C0327,2024-11-29,PLACED,EAST
O004282,C0308,2024-07-14,PLACED,EAST
O004283,C0016,2025-02-24,SHIPPED,NORTH
O004284,C0379,2025-04-24,PLACED,SOUTH
O004285,C0029,2025-12-04,SHIPPED,EAST
O004286,C0137,2024-10-16,RETURNED,CENTRAL
O004287,C0347,2025-02-27,RETURNED,SOUTH
O004288,C0330,2026-01-02,DELIVERED,NORTH
O004289,C0234,2026-03-09,RETURNED,EAST
O004290,C0254,2026-02-17,DELIVERED,WEST
O004291,C0188,2025-11-15,DELIVERED,EAST
O004292,C0283,2025-03-13,SHIPPED,WEST
O004293,C0065,2026-02-27,PLACED,CENTRAL
O004294,C0281,2025-02-28,CANCELLED,WEST
O004295,C0399,2024-01-15,PLACED,EAST
O004296,C0115,2026-03-15,CANCELLED,CENTRAL
O004297,C0290,2025-09-20,DELIVERED,SOUTH
O004298,C0328,2026-03-05,CANCELLED,WEST
O004299,C0320,2025-09-01,CANCELLED,CENTRAL
O004300,C0083,2024-10-17,SHIPPED,NORTH
O004301,C0048,2025-06-07,PLACED,EAST
O004302,C0353,2025-01-23,PLACED,CENTRAL
O004303,C0042,2026-07-08,CANCELLED,EAST
O004304,C0102,2026-01-16,PLACED,NORTH
O004305,C0498,2026-04-12,PLACED,NORTH
O004306,C0449,2025-10-26,DELIVERED,NORTH
O004307,C0059,2025-08-29,DELIVERED,WEST
O004308,C0053,2024-09-10,PLACED,SOUTH
O004309,C0091,2024-03-18,CANCELLED,SOUTH
O004310,C0384,2026-02-11,CANCELLED,NORTH
O004311,C0064,2026-05-02,RETURNED,CENTRAL
O004312,C0160,2024-10-03,PLACED,EAST
O004313,C0108,2025-03-25,CANCELLED,CENTRAL
O004314,C0066,2026-01-07,RETURNED,CENTRAL
O004315,C0419,2026-05-22,SHIPPED,EAST
O004316,C0285,2025-01-14,PLACED,SOUTH
O004317,,2025-06-14,CANCELLED,CENTRAL
O004318,C0046,2025-08-22,PLACED,EAST
O004319,C0404,2026-03-19,CANCELLED,WEST
O004320,C0251,2025-05-09,RETURNED,SOUTH
O004321,C0018,2024-11-09,RETURNED,CENTRAL
O004322,C0448,2025-06-07,CANCELLED,EAST
O004323,C0413,2025-01-08,RETURNED,EAST
O004324,C0463,2025-10-29,SHIPPED,NORTH
O004325,C0012,26-06-2026,PLACED,SOUTH
O004326,NULL,2025-03-21,SHIPPED,SOUTH
O004327,C0432,2025-10-09,SHIPPED,EAST
O004328,C0343,2026-07-03,CANCELLED,NORTH
O004329,C0112,2024-05-14,RETURNED,EAST
O004330,C0127,2025-11-21,SHIPPED,WEST
O004331,C0286,2025-08-09,CANCELLED,CENTRAL
O004332,C0467,2024-09-27,RETURNED,EAST
O004333,C0365,2025-09-30,CANCELLED,SOUTH
O004334,C0372,2024-04-21,SHIPPED,WEST
O004335,C0374,2024-04-19,DELIVERED,SOUTH
O004336,C0110,2025-09-06,CANCELLED,NORTH
O004337,C0237,2025-02-22,DELIVERED,EAST
O004338,C0373,2025-02-02,SHIPPED,CENTRAL
O004339,C0041,2024-05-05,SHIPPED,CENTRAL
O004340,C0368,2025-09-09,PLACED,CENTRAL
O004341,C0183,2024-06-22,CANCELLED,WEST
O004342,C0252,2025-05-08,PLACED,SOUTH
O004343,C0467,2026-02-09,SHIPPED,WEST
O004344,C0267,2024-08-09,PLACED,NORTH
O004345,C0022,13-01-2024,PLACED,SOUTH
O004346,C0458,2025-10-05,RETURNED,WEST
O004347,C0498,2026-03-20,PLACED,WEST
O004348,C0128,2026-08-22,DELIVERED,CENTRAL
O004349,None,2024-08-15,SHIPPED,WEST
O004350,C0231,2026-05-20,SHIPPED,EAST
O004351,C0482,2024-03-28,SHIPPED,WEST
O004352,C0343,2025-01-17,CANCELLED,CENTRAL
O004353,,2024-01-19,CANCELLED,NORTH
O004354,C0447,2024-06-09,PLACED,EAST
O004355,C0093,2024-09-08,DELIVERED,SOUTH
O004356,C0121,2024-08-02,RETURNED,CENTRAL
O004357,C0370,2025-04-20,DELIVERED,SOUTH
O004358,None,2024-07-20,DELIVERED,CENTRAL
O004359,C0145,09-03-2024,DELIVERED,SOUTH
O004360,None,2024-01-25,RETURNED,WEST
O004361,C0167,2024-12-14,RETURNED,NORTH
O004362,None,2024-12-09,CANCELLED,WEST
O004363,C0319,2024-10-25,PLACED,NORTH
O004364,C0277,2024-05-07,SHIPPED,CENTRAL
O004365,C0139,2026-02-22,CANCELLED,SOUTH
